city,hotel,user_rating,text,landmarks,predicted_label,confidence,true_label,correct,is_augmented
Москва,Теплеево Резорт,7,"Дорога до отеля местами плохая. Сервис в ресторане иногда медленный, когда много гостей.","Кремль, Красная площадь",0,0.4943543076515198,0,True,
Москва,Отель Рихтер,10,"Это не просто отель, а арт-пространство. Уникальные номера, виниловый проигрыватель, сад во дворе. Очень вдохновляющая атмосфера.","Кремль, Красная площадь",1,0.7764982581138611,1,True,
Москва,Отель Рихтер,8,"Здесь нет телевизоров и привычного отельного лоска. Это место для тех, кто ценит искусство и концептуальность.","Кремль, Красная площадь",1,0.688023030757904,1,True,
Москва,Mamaison All-Suites Spa Hotel Pokrovka,10,Огромные номера-люксы. Очень хороший спа-комплекс. Тихий двор на Покровке. Ощущение полной приватности и комфорта.,"Кремль, Красная площадь",1,0.8481743335723877,1,True,
Москва,Mamaison All-Suites Spa Hotel Pokrovka,9,"Интерьер немного специфический (яркие цвета), но качество мебели и матрасов на высоте.","Кремль, Красная площадь",1,0.7711159586906433,1,True,
Москва,Лотте Отель,10,Безапелляционно лучший сервис в Москве. Самый большой выбор на завтраке. Спа Mandara — это космос. Номера в идеальном состоянии.,"Кремль, Красная площадь",1,0.8431378602981567,1,True,
Москва,Лотте Отель,9,"Ценник высокий, но за такой уровень комфорта и внимания к гостю это абсолютно оправдано.","Кремль, Красная площадь",1,0.7836442589759827,1,True,
Санкт-Петербург,Mercure Hotel and Residences Saint Petersburg,10,Прекрасное сочетание современного стиля и комфорта. Очень удобные апартаменты для длительного проживания. Завтраки в формате шведского стола очень разнообразные.,"Эрмитаж, Исаакиевский собор",1,0.8673915863037109,1,True,
Санкт-Петербург,Mercure Hotel and Residences Saint Petersburg,8,"Расположение удобное, но в часы пик на улице бывает шумно. В остальном — сервис на твердую пятерку.","Эрмитаж, Исаакиевский собор",1,0.7269666790962219,1,True,
Санкт-Петербург,Курорт Первая линия. Health Care Resort,10,"Уникальное место для тех, кто заботится о здоровье. Инновационный подход к медицине и отдыху. Вид на Финский залив и сосны — это лучшее лекарство от стресса.","Эрмитаж, Исаакиевский собор",1,0.8426797389984131,1,True,
Санкт-Петербург,Курорт Первая линия. Health Care Resort,9,"Очень строгий регламент питания и процедур, но результат того стоит. Цена высокая, но оправдана качеством.","Эрмитаж, Исаакиевский собор",1,0.7816091179847717,1,True,
Санкт-Петербург,Лотте Отель Санкт-Петербург,10,Безупречно всё: от встречи на входе до качества постельного белья. Вид на Исаакиевскую площадь из ресторана на крыше просто завораживает. Лучший сервис в городе.,"Эрмитаж, Исаакиевский собор",1,0.7792370915412903,1,True,
Санкт-Петербург,Лотте Отель Санкт-Петербург,9,"Роскошь в корейском стиле. Всё очень технологично, но иногда система управления номером кажется слишком сложной.","Эрмитаж, Исаакиевский собор",1,0.6730493307113647,1,True,
Санкт-Петербург,Отель Ренартисс Исаакий,9,"Уютный и стильный отель в самом сердце города. До Исаакиевского собора буквально пара шагов. Номера чистые, персонал очень внимательный.","Эрмитаж, Исаакиевский собор",1,0.8546835780143738,1,True,
Санкт-Петербург,Отель Ренартисс Исаакий,7,"Завтраки могли бы быть более разнообразными для такого уровня. Шумоизоляция окон хорошая, но шум улицы всё равно иногда пробивается.","Эрмитаж, Исаакиевский собор",1,0.5099769830703735,0,False,
Санкт-Петербург,Tsar Palace Luxury Hotel & SPA,10,"Настоящий дворец в Пушкине. Интерьеры поражают богатством, а спа-комплекс — один из лучших, где я был. Ощущаешь себя особой королевской крови.","Эрмитаж, Исаакиевский собор",1,0.8168460130691528,1,True,
Санкт-Петербург,Tsar Palace Luxury Hotel & SPA,8,"Находится в пригороде, до центра Петербурга ехать минимум 40 минут. Идеально для спокойного отдыха, но не для бизнес-поездок.","Эрмитаж, Исаакиевский собор",1,0.6144033074378967,1,True,
Санкт-Петербург,Гостиница Wawelberg,10,"Фантастическое сочетание истории и технологий. Световые шоу в холле, невероятная акустика в номерах и безупречный дизайн. Это отель-впечатление.","Эрмитаж, Исаакиевский собор",1,0.8430746793746948,1,True,
Санкт-Петербург,Гостиница Wawelberg,9,"Очень дорого, но это стоит каждой копейки. Завтраки по меню — это кулинарное искусство.","Эрмитаж, Исаакиевский собор",1,0.7384732365608215,1,True,
Санкт-Петербург,Петро Палас Отель,9,"Расположение — главный плюс. Все основные достопримечательности в пешей доступности. Номера чистые, кровати удобные, есть бассейн.","Эрмитаж, Исаакиевский собор",1,0.8439447283744812,1,True,
Санкт-Петербург,Петро Палас Отель,7,"Интерьер немного классический и местами требует обновления. Завтрак хороший, но в зале бывает тесновато.","Эрмитаж, Исаакиевский собор",1,0.6227511167526245,0,False,
Санкт-Петербург,Отель ГАММА Санкт-Петербург,10,Потрясающий бутик-отель в лофт-стиле. Очень уютный внутренний дворик с рестораном. В номерах продуман каждый аксессуар. Очень вежливый персонал.,"Эрмитаж, Исаакиевский собор",1,0.8768168091773987,1,True,
Санкт-Петербург,Отель ГАММА Санкт-Петербург,8,"Находится в южной части центра, до Эрмитажа нужно ехать. Но сам отель настолько хорош, что это не смущает.","Эрмитаж, Исаакиевский собор",1,0.6257503628730774,1,True,
Санкт-Петербург,Отель Коринтия,10,"Классический гранд-отель на Невском проспекте. Очень представительно, идеально для деловых встреч. Завтраки очень качественные.","Эрмитаж, Исаакиевский собор",1,0.8678637742996216,1,True,
Санкт-Петербург,Отель Коринтия,6,"Из-за того что отель большой, иногда теряется индивидуальный подход. В коридорах было душно, кондиционер в номере работал шумно.","Эрмитаж, Исаакиевский собор",1,0.5270126461982727,0,False,
Санкт-Петербург,Загородный отель Золотой Ручей,9,Тихое место в лесной зоне Сестрорецка. Бассейн и сауна включены в стоимость. Хорошее место для семейного отдыха в выходные.,"Эрмитаж, Исаакиевский собор",1,0.817065954208374,1,True,
Санкт-Петербург,Загородный отель Золотой Ручей,5,Сервис иногда оставляет желать лучшего. Ждали чистые полотенца полдня. Ресторан закрывается рано.,"Эрмитаж, Исаакиевский собор",1,0.6121285557746887,0,False,
Санкт-Петербург,Гранд Отель Мойка 22,10,Традиции и аристократизм. Вид на Дворцовую площадь и Эрмитаж. Подача завтрака на террасе — это воспоминание на всю жизнь.,"Эрмитаж, Исаакиевский собор",1,0.7880239486694336,1,True,
Санкт-Петербург,Гранд Отель Мойка 22,8,"Номера небольшие, так как здание историческое. Обслуживание очень официальное, иногда хочется чуть больше душевности.","Эрмитаж, Исаакиевский собор",1,0.6709203124046326,1,True,
Санкт-Петербург,Отель Гельвеция,10,Легендарный двор-колодец и невероятная атмосфера. Здесь чувствуешь себя как дома. Ресторан 'Мариус' работает круглосуточно и там всегда вкусно.,"Эрмитаж, Исаакиевский собор",1,0.8113501071929932,1,True,
Санкт-Петербург,Отель Гельвеция,10,Персонал помнит твои предпочтения. Лучший отель по уровню гостеприимства в Петербурге.,"Эрмитаж, Исаакиевский собор",1,0.7931672930717468,1,True,
Санкт-Петербург,Отель Дворец Трезини,9,"Музей, а не отель. Каждая деталь интерьера — антиквариат. Вид на Неву и Университетскую набережную прекрасен.","Эрмитаж, Исаакиевский собор",1,0.7835119366645813,1,True,
Санкт-Петербург,Отель Дворец Трезини,6,"В номере было прохладно из-за старых оконных рам (хотя они отреставрированы). Завтрак подают в номер, но выбор ограничен.","Эрмитаж, Исаакиевский собор",1,0.5638067126274109,0,False,
Санкт-Петербург,Отель МАЦ Гармония,9,"Приятный отель с акцентом на тишину и спокойствие. Номера в светлых тонах, чисто, уютно. Персонал очень деликатный.","Эрмитаж, Исаакиевский собор",1,0.8642030954360962,1,True,
Санкт-Петербург,Отель МАЦ Гармония,8,"Находится в тихом районе, до метро нужно пройтись минут 15. Завтраки домашние и вкусные.","Эрмитаж, Исаакиевский собор",1,0.7025952339172363,1,True,
Санкт-Петербург,SO/ St. Petersburg,10,"Модно, ярко, молодежно. Потрясающие вечеринки на крыше (HI-SO) с видом на Исаакий. Дизайн номеров очень дерзкий и современный.","Эрмитаж, Исаакиевский собор",1,0.8275856971740723,1,True,
Санкт-Петербург,SO/ St. Petersburg,7,"Если вы ищете тишины, этот отель не для вас. Музыка в лобби и на крыше может мешать отдыхать вечером.","Эрмитаж, Исаакиевский собор",1,0.5358651876449585,0,False,
Казань,Отель Корстон Роял Казань,10,"Отель-город! Понравилось, что всё в одном здании: рестораны, кинотеатр, магазины. Завтраки на 25 этаже с видом на всю Казань — это незабываемо.",Казанский Кремль,1,0.8197143077850342,1,True,
Казань,Отель Корстон Роял Казань,8,"В выходные очень много людей, шумновато в лифтах. Номера чистые, но дизайн уже немного классический.",Казанский Кремль,1,0.6460347771644592,1,True,
Казань,Отель Мираж Казань,10,"Лучшее расположение. Кремль прямо через дорогу. Сервис очень достойный, в номере было всё, вплоть до фирменной косметики.",Казанский Кремль,1,0.7892221808433533,1,True,
Казань,Отель Мираж Казань,7,"Завтраки вкусные, но зал небольшой, иногда приходится ждать свободный столик. Вид на Кремль стоит того.",Казанский Кремль,1,0.6634327173233032,0,False,
Казань,Отель Tasigo Kazan Palace,10,"Шедевр архитектуры. Здание старой больницы превратили в ультрасовременный лофт. Спа-комплекс — лучший, где я был. Завтраки очень изысканные.",Казанский Кремль,1,0.8118008971214294,1,True,
Казань,Отель Tasigo Kazan Palace,9,"Отель великолепный, но цены в баре очень высокие. Для особого случая — идеально.",Казанский Кремль,1,0.8499541282653809,1,True,
Казань,Отель Ак Барс Гольф Резорт,9,"Прекрасное место для отдыха на природе. Поля для гольфа огромные и ухоженные. Тишина, свежий воздух, отличный сервис.",Казанский Кремль,1,0.873759388923645,1,True,
Казань,Отель Ак Барс Гольф Резорт,6,Находится далеко от города. Без личного транспорта добираться очень дорого на такси. Меню в ресторане ограничено.,Казанский Кремль,1,0.525061845779419,0,False,
Казань,Спа-отель Luciano Residence Spa,10,"Уровень мировых детокс-клиник. Программы спа и бассейн просто на высоте. Идеально для тех, кто хочет перезагрузиться в центре города.",Казанский Кремль,1,0.7471247315406799,1,True,
Казань,Спа-отель Luciano Residence Spa,8,"Строгий регламент в спа-зоне. Очень высокие цены, но качество процедур их оправдывает.",Казанский Кремль,1,0.7884621620178223,1,True,
Казань,Отель Космос Казань,9,"Удобный сетевой отель. Рядом метро и много кафе. Кровати очень удобные, спать — одно удовольствие. Персонал вежливый.",Казанский Кремль,1,0.86476731300354,1,True,
Казань,Отель Космос Казань,7,Стандартные номера довольно простые и небольшие по площади. Хороший вариант для командировки.,Казанский Кремль,1,0.7406824231147766,0,False,
Казань,Отель Ramada by Wyndham Kazan City Centre,10,"Отличный американский стандарт. Чисто, функционально, вежливо. Завтраки очень разнообразные, даже есть национальная выпечка.",Казанский Кремль,1,0.8450072407722473,1,True,
Казань,Отель Ramada by Wyndham Kazan City Centre,8,"Расположение рядом с вокзалом — и плюс, и минус одновременно. Бывает шумно под окнами.",Казанский Кремль,1,0.5697402954101562,1,True,
Казань,Отель DoubleTree by Hilton,10,"Теплое печенье при заезде — это любовь! Центр, всё рядом. В номере тихо, хотя за окном оживленная улица.",Казанский Кремль,1,0.749778151512146,1,True,
Казань,Отель DoubleTree by Hilton,9,Всё на уровне Хилтона. Единственное — не очень большая зона лобби.,Казанский Кремль,1,0.5598751902580261,1,True,
Казань,Гранд Отель Казань,8,Огромный отель в самом центре на пешеходной улице. Удобно ходить по магазинам. Вертолетная площадка на крыше — классная фотозона.,Казанский Кремль,1,0.8278758525848389,1,True,
Казань,Гранд Отель Казань,5,"Номера требуют обновления, мебель местами потертая. Очереди на завтрак и медленные лифты.",Казанский Кремль,1,0.5514453649520874,0,False,
Казань,Отель Korston Club Hotel,9,"Хорошая альтернатива 'Роялу'. Доступ к тем же услугам, но номера чуть проще и дешевле. Чисто и уютно.",Казанский Кремль,1,0.8071861863136292,1,True,
Казань,Отель Korston Club Hotel,7,"Иногда слышно музыку из клубов на нижних этажах. Для молодежи — супер, для семей с детьми — не очень.",Казанский Кремль,0,0.470010370016098,0,True,
Казань,Отель Ривьера Казань,9,Главный плюс — аквапарк включен в стоимость! Вид на Казанку потрясающий. Летом свой пляж и открытые бассейны.,Казанский Кремль,1,0.8014893531799316,1,True,
Казань,Отель Ривьера Казань,5,"В отеле постоянная суета из-за посетителей аквапарка. В номерах влажновато, ковролин не первой свежести.",Казанский Кремль,1,0.5351331233978271,0,False,
Казань,DION INN Отель и СПА,10,"Маленький, уютный бутик-отель. Очень душевный персонал. Спа-зона была в нашем распоряжении почти всё время.",Казанский Кремль,1,0.8204030394554138,1,True,
Казань,DION INN Отель и СПА,8,"Находится в частном секторе, пешком гулять негде. До центра нужно ехать на машине.",Казанский Кремль,0,0.476362407207489,1,False,
Казань,Отель Ногай,10,"Расположен в здании старой типографии на ул. Баумана. Очень атмосферно, книжная тематика в дизайне. Своя пивоварня при отеле.",Казанский Кремль,1,0.8177112936973572,1,True,
Казань,Отель Ногай,9,Парковка платная и заезд во дворы очень узкий. Но само проживание отличное.,Казанский Кремль,1,0.806586503982544,1,True,
Казань,Отель Munib Hotel,9,"Халяль-отель. Очень чисто, вежливо, нет алкоголя, что для многих плюс. Завтраки сытные, домашние.",Казанский Кремль,1,0.7571060657501221,1,True,
Казань,Отель Munib Hotel,7,"Расположен далековато от метро. Интерьер довольно скромный, без изысков.",Казанский Кремль,1,0.5061554908752441,0,False,
Казань,Отель NEO Kazan Palace by Tasigo,10,"Новое здание рядом с основным Palace. Футуристичный дизайн, много зелени внутри. Очень технологичные номера.",Казанский Кремль,1,0.829319953918457,1,True,
Казань,Отель NEO Kazan Palace by Tasigo,9,"Всё супер, но в спа нужно переходить в соседний корпус через улицу или подземный переход.",Казанский Кремль,1,0.6085907220840454,1,True,
Иркутск,HISTORY Бутик-отель и СПА,10,"Безупречный сервис и лучший завтрак в моей жизни. Спа-зона очень камерная и дорогая. В номерах продумана каждая мелочь, от качества халатов до управления светом.",озеро Байкал,1,0.8183217644691467,1,True,
Иркутск,HISTORY Бутик-отель и СПА,9,"Отель премиум-класса. Единственный минус — сложно припарковаться прямо у входа, но швейцар всегда помогает.",озеро Байкал,1,0.7241908311843872,1,True,
Иркутск,Отель SAYEN,10,"Японский минимализм в центре Сибири. Система 'умный дом' работает отлично. Очень просторные номера и тишина, несмотря на близость к активным улицам.",озеро Байкал,1,0.8106487393379211,1,True,
Иркутск,Отель SAYEN,7,"Завтраки проходят в ресторане рядом, меню не очень большое. Хотелось бы большего разнообразия фруктов.",озеро Байкал,1,0.555455207824707,0,False,
Иркутск,RODINA Grand Hotel & SPA Irkutsk,10,Роскошь в историческом здании. Интерьеры поражают воображение. Персонал вышколен. Бассейн и сауна — высший пилотаж.,озеро Байкал,1,0.8034937977790833,1,True,
Иркутск,RODINA Grand Hotel & SPA Irkutsk,8,"Очень дорого, оправдано только если вы цените именно статус. В остальном — просто очень хороший отель.",озеро Байкал,1,0.810194730758667,1,True,
Иркутск,Премиум Отель Пушкин,9,"Уютный отель с душой. Классический стиль, картины, приветливый персонал. До набережной Ангары буквально 5 минут пешком.",озеро Байкал,1,0.8446751832962036,1,True,
Иркутск,Премиум Отель Пушкин,7,"В номере на первом этаже было немного слышно шум с улицы. Завтрак вкусный, по-домашнему.",озеро Байкал,1,0.5062805414199829,0,False,
Иркутск,Отель Амурский,10,"Восстановленный особняк с историей. Ощущение, что попал в 19 век, но с современным комфортом. Ресторан при отеле — топ!",озеро Байкал,1,0.8192441463470459,1,True,
Иркутск,Отель Амурский,6,"Лестницы довольно крутые, лифта нет (здание историческое). Номер был холодноват, но дали обогреватель.",озеро Байкал,1,0.5831022262573242,0,False,
Иркутск,Отель NUUR hotel,10,"Очень стильный лофт-дизайн. Чистота на 5+, всё новое. Кровать очень удобная, выспались прекрасно. Приятные администраторы.",озеро Байкал,1,0.8645466566085815,1,True,
Иркутск,Отель NUUR hotel,8,"Находится не в самом центре, нужно ехать на такси. Но за такой уровень комфорта цена отличная.",озеро Байкал,1,0.652472734451294,1,True,
Иркутск,Baikal Forest Hotel,9,"Новый отель с современными интерьерами. Красивые виды из окна на город. Завтраки сытные, шведский стол.",озеро Байкал,1,0.8587294220924377,1,True,
Иркутск,Baikal Forest Hotel,7,"В ванной комнате плохо работал фен. На ресепшене была очередь при выезде, пришлось подождать 20 минут.",озеро Байкал,0,0.47404158115386963,0,True,
Иркутск,Отель Байкал - Северное море,9,"Панорамный вид на Ангару просто шикарный! Номера чистые, современные. Хороший ресторан на верхнем этаже.",озеро Байкал,1,0.8721283078193665,1,True,
Иркутск,Отель Байкал - Северное море,5,"Далеко от центра. Без машины неудобно. Персонал на завтраке не успевал убирать столы, не хватало приборов.",озеро Байкал,0,0.4351389706134796,0,True,
Иркутск,Отель Irkutsk City Center,10,"Классический сетевой отель. Всё по стандартам: чисто, вежливо, отличный завтрак. Расположение — лучше не придумаешь.",озеро Байкал,1,0.8162571787834167,1,True,
Иркутск,Отель Irkutsk City Center,8,"Номера уже требуют небольшого косметического ремонта, ковролин местами в пятнах. Но кровати супер.",озеро Байкал,1,0.5646342635154724,1,True,
Иркутск,Гостиничный комплекс Звезда,9,"Тихий район, отель в стиле загородного дома. Понравился ресторан в охотничьем стиле. Номера уютные и теплые.",озеро Байкал,1,0.8469975590705872,1,True,
Иркутск,Гостиничный комплекс Звезда,6,"Далеко от всех развлечений. Интерьер на любителя, много тяжелого дерева и ковров.",озеро Байкал,1,0.5872365236282349,0,False,
Иркутск,Отель Ibis Иркутск Центр,9,"Цена-качество идеальные. Стандарт Ибис: компактно, чисто, удобно. Отличные завтраки с местным колоритом.",озеро Байкал,1,0.8665913939476013,1,True,
Иркутск,Отель Ibis Иркутск Центр,7,"Очень маленькие номера, вдвоем с багажом тесно. Шумоизоляция средняя, слышно коридор.",озеро Байкал,1,0.5583464503288269,0,False,
Иркутск,Отель Централь Иркутск,10,"Прекрасное расположение прямо в центре города. Старинное здание, очень высокие потолки. Сервис отличный.",озеро Байкал,1,0.8631938099861145,1,True,
Иркутск,Отель Централь Иркутск,8,"Завтраки порционные, не шведский стол. В номере не было кондиционера, летом может быть душно.",озеро Байкал,1,0.503381609916687,1,True,
Иркутск,Гостиничный комплекс Солнце,8,"Хороший отель рядом с аэропортом. Удобно для тех, кто прилетает поздно. Номера чистые, персонал вежливый.",озеро Байкал,1,0.8551636338233948,1,True,
Иркутск,Гостиничный комплекс Солнце,5,"Район вокруг промышленный, гулять негде. До центра далеко. Завтрак очень посредственный.",озеро Байкал,0,0.4824863076210022,0,True,
Иркутск,Гостиница 7 Дорог,7,"Бюджетный вариант. Переночевать ночь перед поездом — нормально. Чистая постель, есть чайник в номере.",озеро Байкал,1,0.7425497174263,0,False,
Иркутск,Гостиница 7 Дорог,4,Ремонт очень старый. В душе был сломан держатель. Очень шумно от дороги рядом.,озеро Байкал,1,0.511887788772583,0,False,
Иркутск,Отель Армат,9,"Новый современный отель. Просторные номера, всё блестит. Есть своя парковка, что редкость для центра.",озеро Байкал,1,0.7883329391479492,1,True,
Иркутск,Отель Армат,8,"Завтрак вкусный, но кофе только за доплату. Персонал на ресепшене немного медлительный.",озеро Байкал,1,0.724757194519043,1,True,
Красноярск,Дом-Отель Соломин,10,"Потрясающий особняк с историей. Номера очень уютные, с антикварными деталями. Завтраки домашние и очень вкусные. Чувствуешь себя не в гостинице, а в гостях у старых друзей.",заповедник Столбы,1,0.8025984168052673,1,True,
Красноярск,Дом-Отель Соломин,9,"Тихое место в центре. Единственный нюанс — крутая лестница на второй этаж, пожилым людям может быть непросто.",заповедник Столбы,1,0.6973250508308411,1,True,
Красноярск,Авторский отель Золотое Сечение,10,"Дизайн номеров просто космический! Всё продумано до мелочей. Очень вежливый персонал, помогли организовать экскурсию. Чистота на 5+.",заповедник Столбы,1,0.7907660007476807,1,True,
Красноярск,Авторский отель Золотое Сечение,8,"Отель находится во дворе жилого дома, не сразу нашли въезд. Но внутри — уровень люкс.",заповедник Столбы,1,0.584498405456543,1,True,
Красноярск,Отель Премьер Красноярск,9,"Хороший классический отель. Удобное расположение, рядом много ресторанов. В номере была большая удобная кровать и хорошая косметика.",заповедник Столбы,1,0.8510536551475525,1,True,
Красноярск,Отель Премьер Красноярск,7,"Завтраки вкусные, но ассортимент повторяется каждый день. Звукоизоляция средняя, слышно шум из коридора.",заповедник Столбы,1,0.577553927898407,0,False,
Красноярск,Гостиница Октябрьская Красноярск,9,"Центральное расположение. Очень просторный номер, высокие потолки. Персонал работает четко и быстро.",заповедник Столбы,1,0.7881874442100525,1,True,
Красноярск,Гостиница Октябрьская Красноярск,6,"Мебель в стиле классики, но местами уже требует обновления. Ковролин в пятнах, пора делать химчистку.",заповедник Столбы,1,0.5744752287864685,0,False,
Красноярск,Отель Дом Отель Классик,10,"Очень душевный отель. Завтраки по меню — всегда свежие и горячие. Расположение отличное, всё в пешей доступности.",заповедник Столбы,1,0.859415590763092,1,True,
Красноярск,Отель Дом Отель Классик,9,"Всё понравилось, но в ванной комнате было маловато места для косметических принадлежностей.",заповедник Столбы,1,0.6729326248168945,1,True,
Красноярск,Апарт-отель Карат апарт,10,"Шикарные апартаменты в современном стиле. Панорамные окна с видом на город. Есть полноценная кухня, стиральная машина — очень удобно для долгой поездки.",заповедник Столбы,1,0.8548873066902161,1,True,
Красноярск,Апарт-отель Карат апарт,8,Долго ждали администратора при заселении. Но сами апартаменты выше всяких похвал.,заповедник Столбы,1,0.6445959806442261,1,True,
Красноярск,Гостиница Метелица Красноярск,9,Уютный и чистый отель. В номере тепло (для Сибири это важно). Завтрак 'шведский стол' довольно разнообразный.,заповедник Столбы,1,0.8396925926208496,1,True,
Красноярск,Гостиница Метелица Красноярск,7,"Находится не в самом центре, до основных достопримечательностей нужно ехать. Интерьер простоват.",заповедник Столбы,1,0.5354083776473999,0,False,
Красноярск,Гостиница МВДЦ Сибирь,9,"Идеально для тех, кто приехал на выставку. Отель прямо в выставочном центре. Номера чистые, современные. Хороший завтрак.",заповедник Столбы,1,0.8638340830802917,1,True,
Красноярск,Гостиница МВДЦ Сибирь,6,"Вокруг огромные парковки и торговые центры, нет места для пеших прогулок. Далеко от исторического центра.",заповедник Столбы,1,0.5165919661521912,0,False,
Красноярск,Отель Легенда Аэро,10,"Лучший отель при аэропорте. Очень стильный дизайн, всё новое. Можно выспаться между рейсами в полной тишине.",заповедник Столбы,1,0.8528198599815369,1,True,
Красноярск,Отель Легенда Аэро,8,"Цена высокая для транзитного отеля, но комфорт того стоит. В ресторане выбор блюд небольшой.",заповедник Столбы,1,0.7851883769035339,1,True,
Красноярск,Гостиница Сибирский Сафари Клуб,9,Прекрасное расположение на берегу Енисея. Ощущение загородного отдыха. Свой ресторан с сибирской кухней просто отличный.,заповедник Столбы,1,0.8665227293968201,1,True,
Красноярск,Гостиница Сибирский Сафари Клуб,5,"В номерах чувствуется запах старины. Зимой было душновато, а кондиционер работал шумно.",заповедник Столбы,1,0.5600034594535828,0,False,
Красноярск,Гостиница Sky Центр,10,"Отличный вид на город с верхних этажей. Центр, до набережной рукой подать. Номера современные, ничего лишнего.",заповедник Столбы,1,0.7888837456703186,1,True,
Красноярск,Гостиница Sky Центр,8,"Парковка перед отелем почти всегда занята. Завтрак начинается поздно, не успел перед работой.",заповедник Столбы,0,0.47029343247413635,1,False,
